accession_lassa,name_nuc_seq,host,year,location,country,region,lon,lat
MH887899.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887900.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887901.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887902.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887903.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887904.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887905.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887906.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887907.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887908.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887909.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887910.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887911.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887912.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887913.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887914.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887915.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887916.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887917.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887918.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887919.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887920.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH887921.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887922.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887923.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887924.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887925.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887926.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887927.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887928.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887929.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887930.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887931.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887932.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887933.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH887934.1,Lassa mammarenavirus,Homo sapiens,2018,"IMO, Nigeria",Nigeria,IMO,7.0588219,5.5720122
MH887935.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887936.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887937.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH887938.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887939.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887940.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887941.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887942.1,Lassa mammarenavirus,Homo sapiens,2018,"TARABA, Nigeria",Nigeria,TARABA,10.7739863,7.9993616
MH887944.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887945.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887946.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887947.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887948.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887949.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887950.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887951.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887952.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887953.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887954.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887955.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887956.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887958.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887959.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH887960.1,Lassa mammarenavirus,Homo sapiens,2018,"DELTA, Nigeria",Nigeria,DELTA,5.9339181,5.704030800000001
MH887961.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887962.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887963.1,Lassa mammarenavirus,Homo sapiens,2018,"NASARAWA, Nigeria",Nigeria,NASARAWA,7.7118003,8.5474692
MH887964.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887965.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887966.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887967.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887968.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887969.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH887970.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887971.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887972.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887973.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887974.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887975.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887976.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887977.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887978.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887979.1,Lassa mammarenavirus,Homo sapiens,2018,"DELTA, Nigeria",Nigeria,DELTA,5.9339181,5.704030800000001
MH887980.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887981.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887982.1,Lassa mammarenavirus,Homo sapiens,2018,"DELTA, Nigeria",Nigeria,DELTA,5.9339181,5.704030800000001
MH887983.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887984.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887986.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887987.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH887988.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH887989.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887990.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887991.1,Lassa mammarenavirus,Homo sapiens,2017,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH887992.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887993.1,Lassa mammarenavirus,Homo sapiens,2018,"DELTA, Nigeria",Nigeria,DELTA,5.9339181,5.704030800000001
MH887994.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887995.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887996.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887997.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH887998.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887999.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH888000.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH888001.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH888002.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH888003.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH888004.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH888005.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH888006.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH888007.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH888008.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK044799.1,Bantou289,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
MK107842.1,Lassa mammarenavirus,Homo sapiens,2011,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107843.1,Lassa mammarenavirus,Homo sapiens,2012,"Delta, Nigeria",Nigeria,Delta,5.9339181,5.704030800000001
MK107844.1,Lassa mammarenavirus,Homo sapiens,2013,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107845.1,Lassa mammarenavirus,Homo sapiens,2013,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107846.1,Lassa mammarenavirus,Homo sapiens,2013,"Taraba, Nigeria",Nigeria,Taraba,10.7739863,7.9993616
MK107847.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107848.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107849.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107850.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107851.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107852.1,Lassa mammarenavirus,Homo sapiens,2014,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107853.1,Lassa mammarenavirus,Homo sapiens,2014,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107854.1,Lassa mammarenavirus,Homo sapiens,2014,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107855.1,Lassa mammarenavirus,Homo sapiens,2014,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107856.1,Lassa mammarenavirus,Homo sapiens,2015,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107857.1,Lassa mammarenavirus,Homo sapiens,2015,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107858.1,Lassa mammarenavirus,Homo sapiens,2015,"Kogi, Nigeria",Nigeria,Kogi,6.6905836,7.7337325
MK107859.1,Lassa mammarenavirus,Homo sapiens,2015,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107860.1,Lassa mammarenavirus,Homo sapiens,2015,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107861.1,Lassa mammarenavirus,Homo sapiens,2015,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107862.1,Lassa mammarenavirus,Homo sapiens,2016,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107863.1,Lassa mammarenavirus,Homo sapiens,2016,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107864.1,Lassa mammarenavirus,Homo sapiens,2016,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107865.1,Lassa mammarenavirus,Homo sapiens,2016,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107866.1,Lassa mammarenavirus,Homo sapiens,2016,"Benue, Nigeria",Nigeria,Benue,8.7403687,7.3369024
MK107867.1,Lassa mammarenavirus,Homo sapiens,2016,"Cross River, Nigeria",Nigeria,Cross River,8.5988014,5.8701724
MK107868.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107869.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107870.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107871.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107872.1,Lassa mammarenavirus,Homo sapiens,2016,"Ekiti, Nigeria",Nigeria,Ekiti,5.3311652,8.120899099999999
MK107873.1,Lassa mammarenavirus,Homo sapiens,2016,"Imo, Nigeria",Nigeria,Imo,7.0588219,5.5720122
MK107874.1,Lassa mammarenavirus,Homo sapiens,2016,"Kaduna, Nigeria",Nigeria,Kaduna,7.4408397,10.5015183
MK107875.1,Lassa mammarenavirus,Homo sapiens,2016,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107876.1,Lassa mammarenavirus,Homo sapiens,2016,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107877.1,Lassa mammarenavirus,Homo sapiens,2016,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107878.1,Lassa mammarenavirus,Homo sapiens,2016,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107879.1,Lassa mammarenavirus,Homo sapiens,2016,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107880.1,Lassa mammarenavirus,Homo sapiens,2016,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107881.1,Lassa mammarenavirus,Homo sapiens,2016,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107882.1,Lassa mammarenavirus,Homo sapiens,2016,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107883.1,Lassa mammarenavirus,Homo sapiens,2016,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107884.1,Lassa mammarenavirus,Homo sapiens,2016,"Plateau, Nigeria",Nigeria,Plateau,9.5179488,9.2182093
MK107885.1,Lassa mammarenavirus,Homo sapiens,2016,"Plateau, Nigeria",Nigeria,Plateau,9.5179488,9.2182093
MK107886.1,Lassa mammarenavirus,Homo sapiens,2016,"Taraba, Nigeria",Nigeria,Taraba,10.7739863,7.9993616
MK107887.1,Lassa mammarenavirus,Homo sapiens,2016,"Taraba, Nigeria",Nigeria,Taraba,10.7739863,7.9993616
MK107888.1,Lassa mammarenavirus,Homo sapiens,2017,"Plateau, Nigeria",Nigeria,Plateau,9.5179488,9.2182093
MK107889.1,Lassa mammarenavirus,Homo sapiens,2017,"Plateau, Nigeria",Nigeria,Plateau,9.5179488,9.2182093
MK107890.1,Lassa mammarenavirus,Homo sapiens,2012,"Tararba, Nigeria",Nigeria,Tararba,10.7739863,7.9993616
MK107891.1,Lassa mammarenavirus,Homo sapiens,2012,"Tararba, Nigeria",Nigeria,Tararba,10.7739863,7.9993616
MK107892.1,Lassa mammarenavirus,Homo sapiens,2012,"Tararba, Nigeria",Nigeria,Tararba,10.7739863,7.9993616
MK107893.1,Lassa mammarenavirus,Homo sapiens,2013,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107894.1,Lassa mammarenavirus,Homo sapiens,2013,"Enugu, Nigeria",Nigeria,Enugu,7.5138947,6.448270099999999
MK107895.1,Lassa mammarenavirus,Homo sapiens,2013,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107896.1,Lassa mammarenavirus,Homo sapiens,2013,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107897.1,Lassa mammarenavirus,Homo sapiens,2011,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107898.1,Lassa mammarenavirus,Homo sapiens,2012,"Delta, Nigeria",Nigeria,Delta,5.9339181,5.704030800000001
MK107899.1,Lassa mammarenavirus,Homo sapiens,2013,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107900.1,Lassa mammarenavirus,Homo sapiens,2013,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107901.1,Lassa mammarenavirus,Homo sapiens,2013,"Taraba, Nigeria",Nigeria,Taraba,10.7739863,7.9993616
MK107902.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107903.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107904.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107905.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107906.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107907.1,Lassa mammarenavirus,Homo sapiens,2014,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107908.1,Lassa mammarenavirus,Homo sapiens,2014,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107909.1,Lassa mammarenavirus,Homo sapiens,2014,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107910.1,Lassa mammarenavirus,Homo sapiens,2014,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107911.1,Lassa mammarenavirus,Homo sapiens,2015,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107912.1,Lassa mammarenavirus,Homo sapiens,2015,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107913.1,Lassa mammarenavirus,Homo sapiens,2015,"Kogi, Nigeria",Nigeria,Kogi,6.6905836,7.7337325
MK107914.1,Lassa mammarenavirus,Homo sapiens,2015,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107915.1,Lassa mammarenavirus,Homo sapiens,2015,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107916.1,Lassa mammarenavirus,Homo sapiens,2015,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107917.1,Lassa mammarenavirus,Homo sapiens,2016,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107918.1,Lassa mammarenavirus,Homo sapiens,2016,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107919.1,Lassa mammarenavirus,Homo sapiens,2016,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107920.1,Lassa mammarenavirus,Homo sapiens,2016,"Bauchi, Nigeria",Nigeria,Bauchi,9.840395899999999,10.3059966
MK107921.1,Lassa mammarenavirus,Homo sapiens,2016,"Benue, Nigeria",Nigeria,Benue,8.7403687,7.3369024
MK107922.1,Lassa mammarenavirus,Homo sapiens,2016,"Cross River, Nigeria",Nigeria,Cross River,8.5988014,5.8701724
MK107923.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107924.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107925.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107926.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
MK107927.1,Lassa mammarenavirus,Homo sapiens,2016,"Ekiti, Nigeria",Nigeria,Ekiti,5.3311652,8.120899099999999
MK107928.1,Lassa mammarenavirus,Homo sapiens,2016,"Imo, Nigeria",Nigeria,Imo,7.0588219,5.5720122
MK107929.1,Lassa mammarenavirus,Homo sapiens,2016,"Kaduna, Nigeria",Nigeria,Kaduna,7.4408397,10.5015183
MK107930.1,Lassa mammarenavirus,Homo sapiens,2016,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107931.1,Lassa mammarenavirus,Homo sapiens,2016,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107932.1,Lassa mammarenavirus,Homo sapiens,2016,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107933.1,Lassa mammarenavirus,Homo sapiens,2016,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107934.1,Lassa mammarenavirus,Homo sapiens,2016,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107935.1,Lassa mammarenavirus,Homo sapiens,2016,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
MK107936.1,Lassa mammarenavirus,Homo sapiens,2016,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107937.1,Lassa mammarenavirus,Homo sapiens,2016,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107938.1,Lassa mammarenavirus,Homo sapiens,2016,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK107939.1,Lassa mammarenavirus,Homo sapiens,2016,"Plateau, Nigeria",Nigeria,Plateau,9.5179488,9.2182093
MK107940.1,Lassa mammarenavirus,Homo sapiens,2016,"Plateau, Nigeria",Nigeria,Plateau,9.5179488,9.2182093
MK107941.1,Lassa mammarenavirus,Homo sapiens,2016,"Taraba, Nigeria",Nigeria,Taraba,10.7739863,7.9993616
